id,name,romaji,image_url,cn_path,romaji_path
110430024,暗龍王弓,AnLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0100_T06.png,暗龍王弓.png,AnLongWangGong_110430024.png
110430026,守衛者十夫長弓,ShouWeiZheShiFuZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_BW_0009_T04.png,守衛者十夫長弓.png,ShouWeiZheShiFuZhangGong_110430026.png
110430027,守衛者百夫長弓,ShouWeiZheBaiFuZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0054_T05.png,守衛者百夫長弓.png,ShouWeiZheBaiFuZhangGong_110430027.png
110430028,守衛者千夫長弓,ShouWeiZheQianFuZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0040_T06.png,守衛者千夫長弓.png,ShouWeiZheQianFuZhangGong_110430028.png
110430030,執政官十夫長弓,ZhiZhengGuanShiFuZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_BW_0009_T04.png,執政官十夫長弓.png,ZhiZhengGuanShiFuZhangGong_110430030.png
110430031,執政官百夫長弓,ZhiZhengGuanBaiFuZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0054_T05.png,執政官百夫長弓.png,ZhiZhengGuanBaiFuZhangGong_110430031.png
110430032,執政官千夫長弓,ZhiZhengGuanQianFuZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0040_T06.png,執政官千夫長弓.png,ZhiZhengGuanQianFuZhangGong_110430032.png
110430033,克羅梅德長弓,KeLuoMeiDeZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0056_T06.png,克羅梅德長弓.png,KeLuoMeiDeZhangGong_110430033.png
110430035,破裂長弓,PoLieZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0031_T06.png,破裂長弓.png,PoLieZhangGong_110430035.png
110430036,奧拉姆斯弓,AoLaMuSiGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0028_T05.png,奧拉姆斯弓.png,AoLaMuSiGong_110430036.png
110430037,憤怒的克羅梅德長弓,FenNuDeKeLuoMeiDeZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0041_T06.png,憤怒的克羅梅德長弓.png,FenNuDeKeLuoMeiDeZhangGong_110430037.png
110430039,殺氣凝聚,ShaQiNingJu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_BW_0035_T06.png,殺氣凝聚.png,ShaQiNingJu_110430039.png
110430044,天之傳令,TianZhiChuanLing,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0030_T05.png,天之傳令.png,TianZhiChuanLing_110430044.png
110430045,閃耀的鳴龍王弓,ShanYaoDeMingLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0100_T06.png,閃耀的鳴龍王弓.png,ShanYaoDeMingLongWangGong_110430045.png
110430046,閃耀的暗龍王弓,ShanYaoDeAnLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0100_T06.png,閃耀的暗龍王弓.png,ShanYaoDeAnLongWangGong_110430046.png
110430047,魂魄弓,HunPoGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0078_T05.png,魂魄弓.png,HunPoGong_110430047.png
110430048,魂魄弓,HunPoGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0078_T05.png,魂魄弓.png,HunPoGong_2.png
110430049,破裂長弓,PoLieZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0031_T06.png,破裂長弓.png,PoLieZhangGong_2.png
110430050,奧拉姆斯弓,AoLaMuSiGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0028_T05.png,奧拉姆斯弓.png,AoLaMuSiGong_2.png
110430051,憤怒的克羅梅德長弓,FenNuDeKeLuoMeiDeZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0041_T06.png,憤怒的克羅梅德長弓.png,FenNuDeKeLuoMeiDeZhangGong_2.png
110430060,深淵弓,ShenYuanGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0086_T06.png,深淵弓.png,ShenYuanGong_110430060.png
110430070,智慧弓,ZhiHuiGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0020_T05.png,智慧弓.png,ZhiHuiGong_2.png
110430071,聖靈弓,ShengLingGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0058_T04.png,聖靈弓.png,ShengLingGong_2.png
110430074,幻象弓,HuanXiangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0020_T05.png,幻象弓.png,HuanXiangGong_2.png
110430075,死靈弓,SiLingGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0058_T04.png,死靈弓.png,SiLingGong_2.png
110430078,平靜弓,PingJingGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0038_T05.png,平靜弓.png,PingJingGong_2.png
110430079,勇氣弓,YongQiGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0065_T05.png,勇氣弓.png,YongQiGong_2.png
110430080,沒落古代神弓,MeiLuoGuDaiShenGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0078_T05.png,沒落古代神弓.png,MeiLuoGuDaiShenGong_2.png
110430083,天之傳令,TianZhiChuanLing,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0030_T05.png,天之傳令.png,TianZhiChuanLing_2.png
110430084,深淵弓,ShenYuanGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0086_T06.png,深淵弓.png,ShenYuanGong_2.png
110430085,苦惱的巴卡爾摩長弓,KuNaoDeBaKaErMoZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0106_T06.png,苦惱的巴卡爾摩長弓.png,KuNaoDeBaKaErMoZhangGong_110430085.png
110430086,苦惱的巴卡爾摩長弓,KuNaoDeBaKaErMoZhangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0106_T06.png,苦惱的巴卡爾摩長弓.png,KuNaoDeBaKaErMoZhangGong_2.png
110430087,天龍王弓,TianLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_Meteor_01.png,天龍王弓.png,TianLongWangGong_110430087.png
110430088,魔龍王弓,MoLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_Meteor_01.png,魔龍王弓.png,MoLongWangGong_110430088.png
110430089,閃耀的天龍王弓,ShanYaoDeTianLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_Meteor_01.png,閃耀的天龍王弓.png,ShanYaoDeTianLongWangGong_110430089.png
110430090,閃耀的魔龍王弓,ShanYaoDeMoLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_Meteor_01.png,閃耀的魔龍王弓.png,ShanYaoDeMoLongWangGong_110430090.png
110430092,達人閃耀的世界樹弓,DaRenShanYaoDeShiJieShuGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0064_T05.png,達人閃耀的世界樹弓.png,DaRenShanYaoDeShiJieShuGong_2.png
110430093,達人閃耀的菩提弓,DaRenShanYaoDePuTiGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0064_T05.png,達人閃耀的菩提弓.png,DaRenShanYaoDePuTiGong_2.png
110430094,真龍王弓,ZhenLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0036_T05.png,真龍王弓.png,ZhenLongWangGong_2.png
110430095,白龍王弓,BaiLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0068_T05.png,白龍王弓.png,BaiLongWangGong_2.png
110430096,閃耀的真龍王弓,ShanYaoDeZhenLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0036_T05.png,閃耀的真龍王弓.png,ShanYaoDeZhenLongWangGong_2.png
110430097,閃耀的白龍王弓,ShanYaoDeBaiLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0068_T05.png,閃耀的白龍王弓.png,ShanYaoDeBaiLongWangGong_2.png
110430098,乾龍王弓,QianLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0036_T05.png,乾龍王弓.png,QianLongWangGong_2.png
110430099,黑龍王弓,HeiLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0068_T05.png,黑龍王弓.png,HeiLongWangGong_2.png
110430100,閃耀的乾龍王弓,ShanYaoDeQianLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0036_T05.png,閃耀的乾龍王弓.png,ShanYaoDeQianLongWangGong_2.png
110430101,閃耀的黑龍王弓,ShanYaoDeHeiLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0068_T05.png,閃耀的黑龍王弓.png,ShanYaoDeHeiLongWangGong_2.png
110430102,鳴龍王弓,MingLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0100_T06.png,鳴龍王弓.png,MingLongWangGong_2.png
110430103,暗龍王弓,AnLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0100_T06.png,暗龍王弓.png,AnLongWangGong_2.png
110430104,閃耀的鳴龍王弓,ShanYaoDeMingLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0100_T06.png,閃耀的鳴龍王弓.png,ShanYaoDeMingLongWangGong_2.png
110430105,閃耀的暗龍王弓,ShanYaoDeAnLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_0100_T06.png,閃耀的暗龍王弓.png,ShanYaoDeAnLongWangGong_2.png
110430106,天龍王弓,TianLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_Meteor_01.png,天龍王弓.png,TianLongWangGong_2.png
110430107,魔龍王弓,MoLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_Meteor_01.png,魔龍王弓.png,MoLongWangGong_2.png
110430108,閃耀的天龍王弓,ShanYaoDeTianLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_Meteor_01.png,閃耀的天龍王弓.png,ShanYaoDeTianLongWangGong_2.png
110430109,閃耀的魔龍王弓,ShanYaoDeMoLongWangGong,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_BW_Meteor_01.png,閃耀的魔龍王弓.png,ShanYaoDeMoLongWangGong_2.png
